Id,Label,type
Robert Forster,Robert Forster,Actor
Ed Metzger,Ed Metzger,Actor
Hans Abramson,Hans Abramson,Actor
Hans Alfredson,Hans Alfredson,Actor
Daniel Bergman,Daniel Bergman,Actor
Glenna Forster-Jones,Glenna Forster-Jones,Actor
Lena Granhagen,Lena Granhagen,Actor
Keir Dullea,Keir Dullea,Actor
Gary Lockwood,Gary Lockwood,Actor
William Sylvester,William Sylvester,Actor
Daniel Richter,Daniel Richter,Actor
Leonard Rossiter,Leonard Rossiter,Actor
Margaret Tyzack,Margaret Tyzack,Actor
Robert Beatty,Robert Beatty,Actor
Sean Sullivan,Sean Sullivan,Actor
Douglas Rain,Douglas Rain,Actor
Frank W. Miller,Frank W. Miller,Actor
George Segal,George Segal,Actor
Sorrell Booke,Sorrell Booke,Actor
Phyllis Newman,Phyllis Newman,Actor
Zohra Lampert,Zohra Lampert,Actor
Godfrey Cambridge,Godfrey Cambridge,Actor
Alan King,Alan King,Actor
Anthony Holland,Anthony Holland,Actor
Fred Astaire,Fred Astaire,Actor
Petula Clark,Petula Clark,Actor
Tommy Steele,Tommy Steele,Actor
Don Francks,Don Francks,Actor
Barbara Hancock,Barbara Hancock,Actor
Al Freeman Jr.,Al Freeman Jr.,Actor
Ronald Colby,Ronald Colby,Actor
Wright King,Wright King,Actor
Mia Farrow,Mia Farrow,Actor
John Cassavetes,John Cassavetes,Actor
Ruth Gordon,Ruth Gordon,Actor
Sidney Blackmer,Sidney Blackmer,Actor
Maurice Evans,Maurice Evans,Actor
Victoria Vetri,Victoria Vetri,Actor
Patsy Kelly,Patsy Kelly,Actor
Emmaline Henry,Emmaline Henry,Actor
Vanessa Redgrave,Vanessa Redgrave,Actor
David Warner,David Warner,Actor
Ronald Radd,Ronald Radd,Actor
Ingvar Kjellson,Ingvar Kjellson,Actor
Frank Sundström,Frank Sundström,Actor
Vilgot Sjöman,Vilgot Sjöman,Actor
Georg Rydeberg,Georg Rydeberg,Actor
Harvey Keitel,Harvey Keitel,Actor
Zina Bethune,Zina Bethune,Actor
Anne Collette,Anne Collette,Actor
Lennard Kuras,Lennard Kuras,Actor
Michael Scala,Michael Scala,Actor
Harry Northup,Harry Northup,Actor
Tsuai Yu-Lan,Tsuai Yu-Lan,Actor
Saskia Holleman,Saskia Holleman,Actor
Bill Minkin,Bill Minkin,Actor
Philip Carlson,Philip Carlson,Actor
Richard Levin,Richard Levin,Actor
Pamela McMyler,Pamela McMyler,Actor
Henry Axelrod,Henry Axelrod,Actor
Anouk Aimée,Anouk Aimée,Actor
Didi Perego,Didi Perego,Actor
Fausto Tozzi,Fausto Tozzi,Actor
Gigi Proietti,Gigi Proietti,Actor
Paola Barbara,Paola Barbara,Actor
Inna Alexeievna,Inna Alexeievna,Actor
Ennio Balbo,Ennio Balbo,Actor
Daniela Calvino,Daniela Calvino,Actor
Ermelinda De Felice,Ermelinda De Felice,Actor
James Coburn,James Coburn,Actor
Robert Hooks,Robert Hooks,Actor
Perry Hayes,Perry Hayes,Actor
Reggie King,Reggie King,Actor
Joan Crawford,Joan Crawford,Actor
Richard Kiley,Richard Kiley,Actor
Barry Sullivan,Barry Sullivan,Actor
Tom Bosley,Tom Bosley,Actor
Norma Crane,Norma Crane,Actor
Barry Atwater,Barry Atwater,Actor
m. fl.,m. fl.,Actor
Britta Brunius,Britta Brunius,Actor
Lars-Owe Carlberg,Lars-Owe Carlberg,Actor
James Caan,James Caan,Actor
Marya Zimmet,Marya Zimmet,Actor
Tom Aldredge,Tom Aldredge,Actor
Laura Crews,Laura Crews,Actor
Andrew Duncan,Andrew Duncan,Actor
Margaret Fairchild,Margaret Fairchild,Actor
Sally Gracie,Sally Gracie,Actor
Alan Manson,Alan Manson,Actor
John Hurt,John Hurt,Actor
Pamela Franklin,Pamela Franklin,Actor
Nigel Davenport,Nigel Davenport,Actor
Ronald Fraser,Ronald Fraser,Actor
Fidelma Murphy,Fidelma Murphy,Actor
Fionnula Flanagan,Fionnula Flanagan,Actor
Donal McCann,Donal McCann,Actor
Allan Cuthbertson,Allan Cuthbertson,Actor
Janet Margolin,Janet Margolin,Actor
Jacquelyn Hyde,Jacquelyn Hyde,Actor
Jan Merlin,Jan Merlin,Actor
James Anderson,James Anderson,Actor
Howard Storm,Howard Storm,Actor
Mark Gordon,Mark Gordon,Actor
Micil Murphy,Micil Murphy,Actor
Frederick Stafford,Frederick Stafford,Actor
Dany Robin,Dany Robin,Actor
John Vernon,John Vernon,Actor
Claude Jade,Claude Jade,Actor
Michel Subor,Michel Subor,Actor
Michel Piccoli,Michel Piccoli,Actor
Philippe Noiret,Philippe Noiret,Actor
Per-Axel Arosenius,Per-Axel Arosenius,Actor
Anjelica Huston,Anjelica Huston,Actor
Assi Dayan,Assi Dayan,Actor
Anthony Higgins,Anthony Higgins,Actor
John Hallam,John Hallam,Actor
Robert Lang,Robert Lang,Actor
Guy Deghy,Guy Deghy,Actor
Michael Gough,Michael Gough,Actor
George Murcell,George Murcell,Actor
Eileen Murphy,Eileen Murphy,Actor
Anthony Nicholls,Anthony Nicholls,Actor
Richard Boone,Richard Boone,Actor
Nigel Green,Nigel Green,Actor
Dean Jagger,Dean Jagger,Actor
Micheál MacLiammóir,Micheál MacLiammóir,Actor
Patrick O'Neal,Patrick O'Neal,Actor
Barbara Parkins,Barbara Parkins,Actor
Robert Stephens,Robert Stephens,Actor
Christopher Lee,Christopher Lee,Actor
Colin Blakely,Colin Blakely,Actor
Geneviève Page,Geneviève Page,Actor
Clive Revill,Clive Revill,Actor
Irene Handl,Irene Handl,Actor
Mollie Maureen,Mollie Maureen,Actor
Catherine Lacey,Catherine Lacey,Actor
Sarah Miles,Sarah Miles,Actor
Christopher Jones,Christopher Jones,Actor
Leo McKern,Leo McKern,Actor
Barry Foster,Barry Foster,Actor
Arthur O'Sullivan,Arthur O'Sullivan,Actor
Evin Crowley,Evin Crowley,Actor
Dyan Cannon,Dyan Cannon,Actor
Christopher Walken,Christopher Walken,Actor
Val Avery,Val Avery,Actor
Dick Anthony Williams,Dick Anthony Williams,Actor
Garrett Morris,Garrett Morris,Actor
Stan Gottlieb,Stan Gottlieb,Actor
Carlos Montalbán,Carlos Montalbán,Actor
Nati Abascal,Nati Abascal,Actor
Jacobo Morales,Jacobo Morales,Actor
Miguel Ángel Suárez,Miguel Ángel Suárez,Actor
David Ortiz Angleró,David Ortiz Angleró,Actor
René Enríquez,René Enríquez,Actor
Jack Axelrod,Jack Axelrod,Actor
Howard Cosell,Howard Cosell,Actor
Elliott Gould,Elliott Gould,Actor
Sheila Reid,Sheila Reid,Actor
Margaretha Byström,Margaretha Byström,Actor
Dennis Gotobed,Dennis Gotobed,Actor
Karin Gry,Karin Gry,Actor
Staffan Hallerstam,Staffan Hallerstam,Actor
Malcolm McDowell,Malcolm McDowell,Actor
Michael Bates,Michael Bates,Actor
Warren Clarke,Warren Clarke,Actor
John Clive,John Clive,Actor
Adrienne Corri,Adrienne Corri,Actor
Carl Duering,Carl Duering,Actor
Clive Francis,Clive Francis,Actor
Michael Gover,Michael Gover,Actor
Peter Falk,Peter Falk,Actor
Jack Cassidy,Jack Cassidy,Actor
Rosemary Forsyth,Rosemary Forsyth,Actor
Martin Milner,Martin Milner,Actor
Barbara Colby,Barbara Colby,Actor
Lynnette Mettey,Lynnette Mettey,Actor
Bernie Kuby,Bernie Kuby,Actor
Hoke Howell,Hoke Howell,Actor
Marcia Wallace,Marcia Wallace,Actor
Haven Earle Haley,Haven Earle Haley,Actor
Dennis Weaver,Dennis Weaver,Actor
Jacqueline Scott,Jacqueline Scott,Actor
Eddie Firestone,Eddie Firestone,Actor
Lou Frizzell,Lou Frizzell,Actor
Gene Dynarski,Gene Dynarski,Actor
Lucille Benson,Lucille Benson,Actor
Tim Herbert,Tim Herbert,Actor
Shirley O'Hara,Shirley O'Hara,Actor
Alexander Lockwood,Alexander Lockwood,Actor
Brooke Hayward,Brooke Hayward,Actor
Branko Milicevic,Branko Milicevic,Actor
Catherine Rouvel,Catherine Rouvel,Actor
Dobrila Stojnic,Dobrila Stojnic,Actor
Srdjan Zelenovic,Srdjan Zelenovic,Actor
Jon Finch,Jon Finch,Actor
Francesca Annis,Francesca Annis,Actor
Martin Shaw,Martin Shaw,Actor
Terence Bayler,Terence Bayler,Actor
John Stride,John Stride,Actor
Nicholas Selby,Nicholas Selby,Actor
Stephan Chase,Stephan Chase,Actor
Paul Shelley,Paul Shelley,Actor
Maisie MacFarquhar,Maisie MacFarquhar,Actor
Elsie Taylor,Elsie Taylor,Actor
Donna Mills,Donna Mills,Actor
John Larch,John Larch,Actor
Jack Ging,Jack Ging,Actor
Irene Hervey,Irene Hervey,Actor
James McEachin,James McEachin,Actor
Clarice Taylor,Clarice Taylor,Actor
Don Siegel,Don Siegel,Actor
Duke Everts,Duke Everts,Actor
Lynn Carlin,Lynn Carlin,Actor
Buck Henry,Buck Henry,Actor
Georgia Engel,Georgia Engel,Actor
Tony Harvey,Tony Harvey,Actor
Audra Lindley,Audra Lindley,Actor
Paul Benedict,Paul Benedict,Actor
Vincent Schiavelli,Vincent Schiavelli,Actor
David Gittler,David Gittler,Actor
Ike Turner,Ike Turner,Actor
Tina Turner,Tina Turner,Actor
Juliet Mills,Juliet Mills,Actor
Edward Andrews,Edward Andrews,Actor
Gianfranco Barra,Gianfranco Barra,Actor
Franco Angrisano,Franco Angrisano,Actor
Pippo Franco,Pippo Franco,Actor
Franco Acampora,Franco Acampora,Actor
Giselda Castrini,Giselda Castrini,Actor
Raffaele Mottola,Raffaele Mottola,Actor
Barbara Hershey,Barbara Hershey,Actor
David Carradine,David Carradine,Actor
Barry Primus,Barry Primus,Actor
Bernie Casey,Bernie Casey,Actor
Victor Argo,Victor Argo,Actor
David Osterhout,David Osterhout,Actor
Grahame Pratt,Grahame Pratt,Actor
'Chicken' Holleman,'Chicken' Holleman,Actor
Beau Bridges,Beau Bridges,Actor
Ron Weyand,Ron Weyand,Actor
Charles White,Charles White,Actor
David Rounds,David Rounds,Actor
Kate Harrington,Kate Harrington,Actor
Paul Alessi,Paul Alessi,Actor
Jamie Alexander,Jamie Alexander,Actor
Anthony Barletta,Anthony Barletta,Actor
Gene Wilder,Gene Wilder,Actor
Tony Randall,Tony Randall,Actor
Burt Reynolds,Burt Reynolds,Actor
Jack Barry,Jack Barry,Actor
Stacy Keach,Stacy Keach,Actor
Jeff Bridges,Jeff Bridges,Actor
Susan Tyrrell,Susan Tyrrell,Actor
Candy Clark,Candy Clark,Actor
Nicholas Colasanto,Nicholas Colasanto,Actor
Art Aragon,Art Aragon,Actor
Curtis Cokes,Curtis Cokes,Actor
Sixto Rodriguez,Sixto Rodriguez,Actor
Billy Walker,Billy Walker,Actor
Wayne Mahan,Wayne Mahan,Actor
Barbara Leigh-Hunt,Barbara Leigh-Hunt,Actor
Alec McCowen,Alec McCowen,Actor
Vivien Merchant,Vivien Merchant,Actor
Billie Whitelaw,Billie Whitelaw,Actor
Clive Swift,Clive Swift,Actor
Bernard Cribbins,Bernard Cribbins,Actor
Al Pacino,Al Pacino,Actor
Diane Keaton,Diane Keaton,Actor
Richard S. Castellano,Richard S. Castellano,Actor
John Marley,John Marley,Actor
Richard Conte,Richard Conte,Actor
Al Lettieri,Al Lettieri,Actor
Verna Bloom,Verna Bloom,Actor
Marianna Hill,Marianna Hill,Actor
Mitchell Ryan,Mitchell Ryan,Actor
Stefan Gierasch,Stefan Gierasch,Actor
Ted Hartley,Ted Hartley,Actor
Billy Curtis,Billy Curtis,Actor
Geoffrey Lewis,Geoffrey Lewis,Actor
Scott Walker,Scott Walker,Actor
Roy Jenson,Roy Jenson,Actor
Gary Combs,Gary Combs,Actor
Fred Brookfield,Fred Brookfield,Actor
Bennie E. Dobbins,Bennie E. Dobbins,Actor
Richard Farnsworth,Richard Farnsworth,Actor
Leroy Johnson,Leroy Johnson,Actor
Fred Krone,Fred Krone,Actor
Terry Leonard,Terry Leonard,Actor
Sandy Dennis,Sandy Dennis,Actor
Jeff Corey,Jeff Corey,Actor
Johnny Whitaker,Johnny Whitaker,Actor
John Rubinstein,John Rubinstein,Actor
David Knapp,David Knapp,Actor
Laurie Hagen,Laurie Hagen,Actor
Debbie Lempert,Debbie Lempert,Actor
Sandy Lempert,Sandy Lempert,Actor
Kari Sylwan,Kari Sylwan,Actor
Henning Moritzen,Henning Moritzen,Actor
Georg Årlin,Georg Årlin,Actor
Kay Lenz,Kay Lenz,Actor
Roger C. Carmel,Roger C. Carmel,Actor
Marj Dusay,Marj Dusay,Actor
Joan Hotchkis,Joan Hotchkis,Actor
Jamie Smith-Jackson,Jamie Smith-Jackson,Actor
Norman Bartold,Norman Bartold,Actor
Lynn Borden,Lynn Borden,Actor
Shelley Morrison,Shelley Morrison,Actor
Dennis Olivieri,Dennis Olivieri,Actor
Dominique Sanda,Dominique Sanda,Actor
Michael Hordern,Michael Hordern,Actor
Peter Vaughan,Peter Vaughan,Actor
Robert De Niro,Robert De Niro,Actor
David Proval,David Proval,Actor
Amy Robinson,Amy Robinson,Actor
Richard Romanus,Richard Romanus,Actor
Cesare Danova,Cesare Danova,Actor
George Memmoli,George Memmoli,Actor
Lenny Scaletta,Lenny Scaletta,Actor
Jeannie Bell,Jeannie Bell,Actor
Peter Bowles,Peter Bowles,Actor
Derek Newark,Derek Newark,Actor
Richard Moore,Richard Moore,Actor
Anthony Sagar,Anthony Sagar,Actor
Barbara Bain,Barbara Bain,Actor
Will Geer,Will Geer,Actor
Paul Richards,Paul Richards,Actor
Michele Carey,Michele Carey,Actor
Susan Howard,Susan Howard,Actor
Dabney Coleman,Dabney Coleman,Actor
Pat Harrington Jr.,Pat Harrington Jr.,Actor
John Randolph,John Randolph,Actor
Jack Kehoe,Jack Kehoe,Actor
Biff McGuire,Biff McGuire,Actor
Barbara Eda-Young,Barbara Eda-Young,Actor
Cornelia Sharpe,Cornelia Sharpe,Actor
Tony Roberts,Tony Roberts,Actor
John Medici,John Medici,Actor
Allan Rich,Allan Rich,Actor
Norman Ornellas,Norman Ornellas,Actor
John Beck,John Beck,Actor
Mary Gregory,Mary Gregory,Actor
Don Keefer,Don Keefer,Actor
John McLiam,John McLiam,Actor
Chris Forbes,Chris Forbes,Actor
Mews Small,Mews Small,Actor
Peter Hobbs,Peter Hobbs,Actor
Kon Ichikawa,Kon Ichikawa,Actor
Marcello Mastroianni,Marcello Mastroianni,Actor
Sydne Rome,Sydne Rome,Actor
Hugh Griffith,Hugh Griffith,Actor
Romolo Valli,Romolo Valli,Actor
Guido Alberti,Guido Alberti,Actor
Henning Schlüter,Henning Schlüter,Actor
Gianfranco Piacentini,Gianfranco Piacentini,Actor
Christiane Barry,Christiane Barry,Actor
Dieter Hallervorden,Dieter Hallervorden,Actor
Elisabeth Witte,Elisabeth Witte,Actor
Ellen Burstyn,Ellen Burstyn,Actor
Kris Kristofferson,Kris Kristofferson,Actor
Mia Bendixsen,Mia Bendixsen,Actor
Alfred Lutter III,Alfred Lutter III,Actor
Billy Green Bush,Billy Green Bush,Actor
Lelia Goldoni,Lelia Goldoni,Actor
Ola Moore,Ola Moore,Actor
Marty Brinton,Marty Brinton,Actor
Dean Casper,Dean Casper,Actor
Jack Nicholson,Jack Nicholson,Actor
Faye Dunaway,Faye Dunaway,Actor
John Hillerman,John Hillerman,Actor
Darrell Zwerling,Darrell Zwerling,Actor
Diane Ladd,Diane Ladd,Actor
Richard Bakalyan,Richard Bakalyan,Actor
Gene Hackman,Gene Hackman,Actor
John Cazale,John Cazale,Actor
Allen Garfield,Allen Garfield,Actor
Frederic Forrest,Frederic Forrest,Actor
Cindy Williams,Cindy Williams,Actor
Michael Higgins,Michael Higgins,Actor
Elizabeth MacRae,Elizabeth MacRae,Actor
Teri Garr,Teri Garr,Actor
Harrison Ford,Harrison Ford,Actor
Mark Wheeler,Mark Wheeler,Actor
Susan Sarandon,Susan Sarandon,Actor
David Wayne,David Wayne,Actor
Austin Pendleton,Austin Pendleton,Actor
Charles Durning,Charles Durning,Actor
Herb Edelman,Herb Edelman,Actor
Talia Shire,Talia Shire,Actor
Lee Strasberg,Lee Strasberg,Actor
Michael V. Gazzo,Michael V. Gazzo,Actor
G.D. Spradlin,G.D. Spradlin,Actor
Richard Bright,Richard Bright,Actor
Blythe Danner,Blythe Danner,Actor
Conard Fowkes,Conard Fowkes,Actor
Claude Traverse,Claude Traverse,Actor
John Henry Faulk,John Henry Faulk,Actor
Marilyn Burns,Marilyn Burns,Actor
Richard Ray Lee,Richard Ray Lee,Actor
Albert Finney,Albert Finney,Actor
Jacqueline Bisset,Jacqueline Bisset,Actor
Jean-Pierre Cassel,Jean-Pierre Cassel,Actor
Wendy Hiller,Wendy Hiller,Actor
Goldie Hawn,Goldie Hawn,Actor
Michael Sacks,Michael Sacks,Actor
William Atherton,William Atherton,Actor
Gregory Walcott,Gregory Walcott,Actor
Steve Kanaly,Steve Kanaly,Actor
Harrison Zanuck,Harrison Zanuck,Actor
A.L. Camp,A.L. Camp,Actor
Jessie Lee Fulton,Jessie Lee Fulton,Actor
Ryan O'Neal,Ryan O'Neal,Actor
Marisa Berenson,Marisa Berenson,Actor
Hardy Krüger,Hardy Krüger,Actor
Steven Berkoff,Steven Berkoff,Actor
Gay Hamilton,Gay Hamilton,Actor
Diana Körner,Diana Körner,Actor
Murray Melvin,Murray Melvin,Actor
Frank Middlemass,Frank Middlemass,Actor
Penelope Allen,Penelope Allen,Actor
Sully Boyar,Sully Boyar,Actor
Beulah Garrick,Beulah Garrick,Actor
Carol Kane,Carol Kane,Actor
Sandra Kazan,Sandra Kazan,Actor
Marcia Jean Kurtz,Marcia Jean Kurtz,Actor
Amy Levitt,Amy Levitt,Actor
John Marriott,John Marriott,Actor
George Kennedy,George Kennedy,Actor
Vonetta McGee,Vonetta McGee,Actor
Heidi Brühl,Heidi Brühl,Actor
Thayer David,Thayer David,Actor
Reiner Schöne,Reiner Schöne,Actor
Michael Grimm,Michael Grimm,Actor
Jean-Pierre Bernard,Jean-Pierre Bernard,Actor
Brenda Venus,Brenda Venus,Actor
Roy Scheider,Roy Scheider,Actor
Richard Dreyfuss,Richard Dreyfuss,Actor
Lorraine Gary,Lorraine Gary,Actor
Carl Gottlieb,Carl Gottlieb,Actor
Jeffrey Kramer,Jeffrey Kramer,Actor
Susan Backlinie,Susan Backlinie,Actor
Jonathan Filley,Jonathan Filley,Actor
Ted Grossman,Ted Grossman,Actor
Georges Adet,Georges Adet,Actor
Frank Adu,Frank Adu,Actor
Edmond Ardisson,Edmond Ardisson,Actor
Féodor Atkine,Féodor Atkine,Actor
Albert Augier,Albert Augier,Actor
Yves Barsacq,Yves Barsacq,Actor
Lloyd Battista,Lloyd Battista,Actor
Jack Berard,Jack Berard,Actor
Michael Caine,Michael Caine,Actor
Saeed Jaffrey,Saeed Jaffrey,Actor
Larbi Doghmi,Larbi Doghmi,Actor
Jack May,Jack May,Actor
Karroom Ben Bouih,Karroom Ben Bouih,Actor
Mohammad Shamsi,Mohammad Shamsi,Actor
Albert Moses,Albert Moses,Actor
Paul Antrim,Paul Antrim,Actor
Louise Fletcher,Louise Fletcher,Actor
Michael Berryman,Michael Berryman,Actor
Peter Brocco,Peter Brocco,Actor
Dean R. Brooks,Dean R. Brooks,Actor
Alonzo Brown,Alonzo Brown,Actor
Scatman Crothers,Scatman Crothers,Actor
Mwako Cumbuka,Mwako Cumbuka,Actor
Danny DeVito,Danny DeVito,Actor
William Duell,William Duell,Actor
Marianne Aminoff,Marianne Aminoff,Actor
Gösta Ekman,Gösta Ekman,Actor
Helene Friberg,Helene Friberg,Actor
Bruce Dern,Bruce Dern,Actor
Barbara Harris,Barbara Harris,Actor
William Devane,William Devane,Actor
Ed Lauter,Ed Lauter,Actor
Cathleen Nesbitt,Cathleen Nesbitt,Actor
Katherine Helmond,Katherine Helmond,Actor
Warren J. Kemmerling,Warren J. Kemmerling,Actor
Edith Atwater,Edith Atwater,Actor
William Prince,William Prince,Actor
John Favorite,John Favorite,Actor
Pat Hingle,Pat Hingle,Actor
Ken Howard,Ken Howard,Actor
Anne Jackson,Anne Jackson,Actor
Donald Moore,Donald Moore,Actor
Scott Mulhern,Scott Mulhern,Actor
Isabelle Adjani,Isabelle Adjani,Actor
Melvyn Douglas,Melvyn Douglas,Actor
Jo Van Fleet,Jo Van Fleet,Actor
Bernard Fresson,Bernard Fresson,Actor
Claude Dauphin,Claude Dauphin,Actor
Claude Piéplu,Claude Piéplu,Actor
Rufus,Rufus,Actor
Romain Bouteille,Romain Bouteille,Actor
Peter Finch,Peter Finch,Actor
Wesley Addy,Wesley Addy,Actor
Ned Beatty,Ned Beatty,Actor
Arthur Burghardt,Arthur Burghardt,Actor
Bill Burrows,Bill Burrows,Actor
John Carpenter,John Carpenter,Actor
Jordan Charney,Jordan Charney,Actor
Sondra Locke,Sondra Locke,Actor
Chief Dan George,Chief Dan George,Actor
Bill McKinney,Bill McKinney,Actor
Paula Trueman,Paula Trueman,Actor
Sam Bottoms,Sam Bottoms,Actor
Geraldine Keams,Geraldine Keams,Actor
Woodrow Parfrey,Woodrow Parfrey,Actor
Joyce Jameson,Joyce Jameson,Actor
Jodie Foster,Jodie Foster,Actor
Cybill Shepherd,Cybill Shepherd,Actor
Albert Brooks,Albert Brooks,Actor
Diahnne Abbott,Diahnne Abbott,Actor
Gino Ardito,Gino Ardito,Actor
Garth Avery,Garth Avery,Actor
Peter Boyle,Peter Boyle,Actor
Paul Simon,Paul Simon,Actor
Shelley Duvall,Shelley Duvall,Actor
Colleen Dewhurst,Colleen Dewhurst,Actor
Donald Symington,Donald Symington,Actor
François Truffaut,François Truffaut,Actor
Melinda Dillon,Melinda Dillon,Actor
Bob Balaban,Bob Balaban,Actor
J. Patrick McNamara,J. Patrick McNamara,Actor
Roberts Blossom,Roberts Blossom,Actor
Philip Dodds,Philip Dodds,Actor
Cary Guffey,Cary Guffey,Actor
Keith Carradine,Keith Carradine,Actor
Edward Fox,Edward Fox,Actor
Cristina Raines,Cristina Raines,Actor
Tom Conti,Tom Conti,Actor
John McEnery,John McEnery,Actor
Diana Quick,Diana Quick,Actor
Alun Armstrong,Alun Armstrong,Actor
Peter Firth,Peter Firth,Actor
Joan Plowright,Joan Plowright,Actor
Eileen Atkins,Eileen Atkins,Actor
Jenny Agutter,Jenny Agutter,Actor
Kate Reid,Kate Reid,Actor
John Wyman,John Wyman,Actor
Elva Mai Hoover,Elva Mai Hoover,Actor
Michael Cavanaugh,Michael Cavanaugh,Actor
Carole Cook,Carole Cook,Actor
Mara Corday,Mara Corday,Actor
Doug McGrath,Doug McGrath,Actor
Jeff Morris,Jeff Morris,Actor
Liza Minnelli,Liza Minnelli,Actor
Mary Kay Place,Mary Kay Place,Actor
Georgie Auld,Georgie Auld,Actor
Dick Miller,Dick Miller,Actor
Murray Moston,Murray Moston,Actor
Leonard Gaines,Leonard Gaines,Actor
Gert Fröbe,Gert Fröbe,Actor
Heinz Bennent,Heinz Bennent,Actor
Toni Berger,Toni Berger,Actor
Christian Berkel,Christian Berkel,Actor
Paula Braend,Paula Braend,Actor
Erna Brünell,Erna Brünell,Actor
Paul Bürks,Paul Bürks,Actor
Gaby Dohm,Gaby Dohm,Actor
Marthe Keller,Marthe Keller,Actor
Hildegard Knef,Hildegard Knef,Actor
Frances Sternhagen,Frances Sternhagen,Actor
Mario Adorf,Mario Adorf,Actor
Stephen Collins,Stephen Collins,Actor
Hans Jaray,Hans Jaray,Actor
Lena Nyman,Lena Nyman,Actor
Halvar Björk,Halvar Björk,Actor
Arne Bang-Hansen,Arne Bang-Hansen,Actor
Georg Løkkeberg,Georg Løkkeberg,Actor
Kristin Griffith,Kristin Griffith,Actor
Mary Beth Hurt,Mary Beth Hurt,Actor
Richard Jordan,Richard Jordan,Actor
Sam Waterston,Sam Waterston,Actor
Missy Hope,Missy Hope,Actor
Kerry Duffy,Kerry Duffy,Actor
Diana Ross,Diana Ross,Actor
Michael Jackson,Michael Jackson,Actor
Nipsey Russell,Nipsey Russell,Actor
Ted Ross,Ted Ross,Actor
Mabel King,Mabel King,Actor
Theresa Merritt,Theresa Merritt,Actor
Thelma Carpenter,Thelma Carpenter,Actor
Lena Horne,Lena Horne,Actor
Richard Pryor,Richard Pryor,Actor
Stanley Greene,Stanley Greene,Actor
John Belushi,John Belushi,Actor
Dan Aykroyd,Dan Aykroyd,Actor
Treat Williams,Treat Williams,Actor
Nancy Allen,Nancy Allen,Actor
Tim Matheson,Tim Matheson,Actor
Toshirô Mifune,Toshirô Mifune,Actor
Sigourney Weaver,Sigourney Weaver,Actor
Tom Skerritt,Tom Skerritt,Actor
Harry Dean Stanton,Harry Dean Stanton,Actor
Ian Holm,Ian Holm,Actor
Yaphet Kotto,Yaphet Kotto,Actor
Bolaji Badejo,Bolaji Badejo,Actor
Helen Horton,Helen Horton,Actor
Eddie Powell,Eddie Powell,Actor
Martin Sheen,Martin Sheen,Actor
Laurence Fishburne,Laurence Fishburne,Actor
Albert Hall,Albert Hall,Actor
Dennis Hopper,Dennis Hopper,Actor
John Savage,John Savage,Actor
Beverly D'Angelo,Beverly D'Angelo,Actor
Annie Golden,Annie Golden,Actor
Dorsey Wright,Dorsey Wright,Actor
Don Dacus,Don Dacus,Actor
Cheryl Barnes,Cheryl Barnes,Actor
Nicholas Ray,Nicholas Ray,Actor
Charlotte Rae,Charlotte Rae,Actor
